variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,1.472786427573845,0.21811094273602322,0.04741385702808603,0.7839127471029311
Bernoulli (m=1),0.3440130764303579,0.23787813896067833,0.15763685046689785,0.8258350374914792
