variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,1.3285872863015318,0.22409960769338494,0.050304964775472756,0.7727789138832083
Bernoulli (m=1),0.3407350095709096,0.25549081020405456,0.17374414773051108,0.8232219950011361
