variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,2.2508081539495914,0.3286404834268911,0.16999033768416422,0.6554054054054054
Bernoulli (m=1),0.5240403401689692,0.33256071196475306,0.22817262397685328,0.6689189189189189
