variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,1.325441663274381,0.22386330343286898,0.04789941721765528,0.7670983867302885
Bernoulli (m=1),0.3407210023816065,0.25563548359407834,0.17430292379913095,0.8267439218359464
