variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,1.3300568689093673,0.2242415795606632,0.05320574246412209,0.7759600090888434
Bernoulli (m=1),0.3417003278169888,0.25593268545872133,0.17425974303983133,0.8241308793456033
