variant,binomial_NLL,ratio_MAE,strict_ECE,strict_AUROC
Binomial,1.3270343524427137,0.22367517141369367,0.051819213312388576,0.7797091570097705
Bernoulli (m=1),0.34080464803907706,0.25533322421451315,0.17389078477658754,0.8268575323790048
